programming_skill,math_skill,communication_skill,logic_score,cgpa,aptitude_score,interest_area,career
10,4,4,1,6.2,91,Coding,Machine Learning
3,6,5,6,7.0,96,Security,Business Analytics
6,8,5,7,5.6,45,Networking,Cloud Engineering
7,1,3,6,6.2,53,Design,Software Development
7,10,6,4,6.5,42,Design,UI/UX Design
8,7,8,8,6.6,95,Design,UI/UX Design
3,9,1,7,5.9,56,Networking,Cybersecurity
6,10,2,10,5.9,72,Security,Cybersecurity
9,2,9,4,9.5,69,Security,Software Development
9,1,6,3,8.9,82,Management,Product Management
7,8,10,5,6.7,94,Networking,Business Analytics
7,2,7,6,9.7,59,Business,Software Development
9,2,7,5,6.2,88,AI/ML,Software Development
7,5,9,9,7.0,57,Networking,Cloud Engineering
10,10,7,1,9.1,52,Management,Machine Learning
2,8,4,6,7.2,46,Business,Cybersecurity
4,6,6,5,6.2,62,Security,Business Analytics
2,2,3,3,6.8,74,Security,Product Management
1,4,4,7,7.5,87,Data,Business Analytics
5,7,7,9,8.1,91,Design,UI/UX Design
3,2,2,6,7.0,72,Security,Software Development
5,6,7,1,7.2,64,AI/ML,Machine Learning
5,1,6,1,6.3,50,Coding,Product Management
7,4,4,5,7.7,95,Coding,Software Development
10,3,1,7,6.1,64,Security,Cybersecurity
9,7,8,4,9.3,86,Networking,Product Management
4,10,9,4,8.7,78,Coding,Business Analytics
4,2,8,9,7.1,96,AI/ML,Software Development
8,8,5,1,8.7,99,Networking,Machine Learning
2,7,7,1,5.0,83,Networking,Business Analytics
6,10,5,2,6.7,80,Coding,Machine Learning
5,10,4,10,7.2,48,AI/ML,Machine Learning
2,2,4,5,7.3,40,Security,Software Development
7,8,3,2,8.7,73,Security,Machine Learning
4,6,10,4,9.8,83,Coding,Business Analytics
2,2,7,10,6.9,85,Networking,Cybersecurity
7,3,2,7,6.8,55,Business,Software Development
2,10,9,3,8.1,70,Networking,Business Analytics
7,6,2,3,6.4,92,AI/ML,Machine Learning
2,4,6,1,5.7,45,Management,Software Development
5,4,2,8,9.8,63,Data,Product Management
9,9,4,2,9.0,97,Management,Machine Learning
3,3,7,3,9.8,52,Business,Business Analytics
8,2,10,4,6.1,59,Security,Product Management
8,6,10,7,5.1,68,Design,Cybersecurity
10,10,9,7,7.2,81,Coding,Software Development
2,2,3,8,9.7,55,Business,Software Development
8,3,1,3,5.7,88,Security,Machine Learning
10,5,10,4,5.6,54,Security,Machine Learning
8,2,10,4,5.3,62,Data,Business Analytics
2,7,3,1,8.8,74,Coding,Cybersecurity
9,3,1,8,8.9,40,Data,Software Development
2,2,7,6,8.5,86,Management,Product Management
6,3,1,5,5.3,80,AI/ML,Machine Learning
5,10,1,10,8.6,90,Business,Machine Learning
6,10,10,2,7.2,56,AI/ML,Data Science
6,6,5,10,5.8,64,AI/ML,Software Development
1,5,2,7,6.5,94,Management,Product Management
6,9,7,3,7.5,44,Coding,Business Analytics
10,2,4,7,6.6,69,Coding,Software Development
5,7,6,8,9.8,69,AI/ML,Machine Learning
3,7,9,4,7.4,67,Management,Product Management
10,8,3,4,6.9,66,Networking,Machine Learning
1,3,7,9,8.4,85,Security,Cybersecurity
5,8,9,2,8.3,52,Business,Business Analytics
6,7,5,1,5.0,94,Data,Data Science
5,9,10,7,8.1,94,Management,Product Management
10,2,5,10,6.2,50,Data,Software Development
5,7,5,6,6.9,99,Design,Machine Learning
10,9,9,2,8.5,55,Coding,Machine Learning
1,3,7,6,7.8,43,Coding,Business Analytics
8,8,9,3,6.8,64,Design,UI/UX Design
6,1,8,9,5.8,88,Networking,Cloud Engineering
3,8,8,7,7.5,91,AI/ML,Business Analytics
3,7,3,4,6.6,79,Coding,Machine Learning
8,2,4,7,9.6,89,Networking,Cloud Engineering
7,1,9,7,7.7,55,Coding,Data Science
7,8,7,7,9.3,93,Design,UI/UX Design
1,3,3,4,7.0,78,Business,Product Management
6,5,4,6,9.1,48,Business,Software Development
10,1,8,1,5.3,47,AI/ML,Machine Learning
1,10,2,5,6.5,56,Design,Business Analytics
5,6,2,4,5.4,44,Coding,Machine Learning
5,10,8,6,5.2,57,Data,Business Analytics
9,2,3,10,9.6,100,Management,Software Development
3,3,8,10,8.6,54,Management,Software Development
5,7,6,5,8.1,78,Data,Business Analytics
8,7,10,7,7.7,99,Security,Cybersecurity
1,8,6,2,7.8,55,Management,Business Analytics
9,10,9,5,8.2,82,Data,Business Analytics
9,9,9,7,9.1,67,Business,Business Analytics
8,2,3,7,8.0,57,Design,Software Development
7,4,10,10,8.7,97,Security,Cybersecurity
8,10,8,5,6.4,80,Data,Business Analytics
8,6,2,10,9.9,66,Business,Software Development
10,9,1,10,5.2,89,Coding,Software Development
5,6,3,6,6.9,94,Coding,Software Development
5,1,1,1,9.4,87,Networking,Cloud Engineering
7,5,4,4,5.9,92,Security,Machine Learning
2,9,10,8,5.7,59,Design,UI/UX Design
9,7,5,6,6.8,60,AI/ML,Data Science
8,2,1,10,7.1,54,Management,Machine Learning
7,3,5,9,9.7,82,Networking,Cloud Engineering
4,9,3,1,9.2,88,Networking,Machine Learning
4,10,9,9,7.3,80,Security,Cybersecurity
5,8,1,4,9.9,76,Networking,Machine Learning
7,1,8,9,8.2,87,Design,UI/UX Design
